0,,4.88,0,,
0,,4.7,0,,
0,,4.42,0,,
2.33,,4.07,0,,
146.5,,3.71,1,,
0,,3.47,0,,
0,,3.36,0,,
0,,3.44,0,,
0,,3.62,0,,
0,,3.81,0,,
134.51,,3.98,1,,
0,,4.12,0,,
0,,4.22,0,,
0,,4.28,0,,
9.33,,4.29,0,,
7.58,,4.26,0,,
